<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
IKCO-O-991007,20201116,1550.00,1790.00,1550.00,1695.00,1537303000,907,57,D,1455.00,1700.00
IKCO-O-991007,20201115,1646.00,1646.00,1414.00,1455.00,181826000,125,14,D,1637.00,1500.00
IKCO-O-991007,20201114,1628.00,1790.00,1508.00,1637.00,201324000,123,14,D,1437.00,1790.00
IKCO-O-991007,20201111,1350.00,1489.00,1350.00,1437.00,31610000,22,13,D,1277.00,1420.00
IKCO-O-991007,20201110,1402.00,1449.00,1125.00,1277.00,668049000,523,31,D,1475.00,1449.00
IKCO-O-991007,20201109,1680.00,1700.00,1310.00,1475.00,67835000,46,8,D,1300.00,1355.00
IKCO-O-991007,20201108,1300.00,1300.00,1300.00,1300.00,7800000,6,2,D,1499.00,1300.00
IKCO-O-991007,20201107,1981.00,1981.00,1410.00,1499.00,1060134000,707,44,D,1443.00,1430.00
IKCO-O-991007,20201104,1450.00,1500.00,1400.00,1443.00,584349000,405,19,D,1617.00,1429.00
IKCO-O-991007,20201102,1800.00,1800.00,1516.00,1617.00,404144000,250,15,D,1748.00,1680.00
IKCO-O-991007,20201031,1625.00,1820.00,1610.00,1748.00,1751746000,1002,54,D,1697.00,1820.00
IKCO-O-991007,20201028,1789.00,1789.00,1500.00,1697.00,122151000,72,9,D,1312.00,1589.00
IKCO-O-991007,20201027,1450.00,1450.00,1241.00,1312.00,824181000,628,37,D,1403.00,1350.00
IKCO-O-991007,20201026,1376.00,1640.00,1310.00,1403.00,1221030000,870,68,D,1376.00,1440.00
IKCO-O-991007,20201024,1300.00,1580.00,1300.00,1376.00,52275000,38,10,D,1578.00,1400.00
IKCO-O-991007,20201021,1601.00,1700.00,1450.00,1578.00,530171000,336,37,D,1476.00,1510.00
IKCO-O-991007,20201020,1398.00,3000.00,1190.00,1476.00,737842000,500,63,D,1352.00,3000.00
IKCO-O-991007,20201019,1400.00,1400.00,1210.00,1352.00,94666000,70,18,D,1254.00,1211.00
IKCO-O-991007,20201018,1500.00,1500.00,1149.00,1254.00,1141251000,910,56,D,1430.00,1330.00
IKCO-O-991007,20201014,1516.00,1599.00,1400.00,1430.00,1185815000,829,85,D,1893.00,1425.00
IKCO-O-991007,20201013,1890.00,1990.00,1761.00,1893.00,2451450000,1295,58,D,1798.00,1980.00
IKCO-O-991007,20201012,1800.00,1901.00,1700.00,1798.00,9120582000,5074,143,D,1821.00,1866.00
IKCO-O-991007,20201011,1920.00,1930.00,1519.00,1821.00,2516848000,1382,56,D,1881.00,1520.00
IKCO-O-991007,20201010,1968.00,1968.00,1700.00,1881.00,526565000,280,33,D,1805.00,1700.00
IKCO-O-991007,20201007,1700.00,1844.00,1700.00,1805.00,1734350000,961,62,D,1591.00,1844.00
IKCO-O-991007,20201006,1495.00,1610.00,1495.00,1591.00,3344635000,2102,88,D,1285.00,1600.00
IKCO-O-991007,20201005,1150.00,1380.00,1150.00,1285.00,1466906000,1142,103,D,1258.00,1348.00
IKCO-O-991007,20201004,1419.00,1460.00,1005.00,1258.00,4957214000,3940,142,D,1119.00,1170.00
IKCO-O-991007,20201003,1290.00,1290.00,1093.00,1119.00,7507090000,6708,243,D,1177.00,1152.00
IKCO-O-991007,20200930,1200.00,1220.00,1003.00,1177.00,4959932000,4213,126,D,1014.00,1140.00
IKCO-O-991007,20200929,899.00,1200.00,899.00,1014.00,4279621000,4222,133,D,970.00,1040.00
IKCO-O-991007,20200928,900.00,1050.00,805.00,970.00,348245000,359,37,D,1012.00,900.00
IKCO-O-991007,20200927,1150.00,1150.00,1000.00,1012.00,616360000,609,11,D,1.00,1000.00
